yearID,teamID,name,W,payroll,Batting_WAR,Pitching_WAR,Total_WAR,Dollars_per_Win,Dollars_per_WAR,WAR_per_Million,Wins_per_100M
2005,NYN,New York Mets,83,101305821,17.93,20.513333333,38.443333333,1220552.060240964,2635198.673394912,0.3794780295300109,81.93013903909825
2005,OAK,Oakland Athletics,88,55425762,23.845,21.063333334,44.908333334,629838.2045454546,1234197.7064207208,0.8102429576701173,158.77093399275233
2005,PHI,Philadelphia Phillies,88,95522000,29.580000000000002,12.746666667,42.326666667,1085477.2727272727,2256780.595351577,0.4431090918008416,92.12537425933293
2005,PIT,Pittsburgh Pirates,67,38133000,14.805,7.409999999999999,22.215,569149.2537313433,1716542.8764348414,0.5825662811737864,175.700836545774
2005,SDN,San Diego Padres,82,63290833,18.315,12.313333332,30.628333332,771839.4268292683,2066414.5291208103,0.4839300081893376,129.56062689204927
2005,SEA,Seattle Mariners,69,87754334,14.504999999999999,10.7,25.205,1271801.9420289856,3481624.0428486415,0.2872222812379842,78.62859514152315
2005,SFN,San Francisco Giants,75,90199500,9.39,12.826666665,22.216666665,1202660.0,4059992.4984291065,0.24630587381304775,83.14901967305805
2005,SLN,St. Louis Cardinals,100,92106833,28.34,18.806666664,47.146666664,921068.33,1953623.437610499,0.5118693709075851,108.56957811153924
2005,TBA,Tampa Bay Devil Rays,67,29679067,21.509999999999998,-0.660000001,20.849999998999998,442971.14925373136,1423456.4509075999,0.7025153452094703,225.7483363611127
2005,TEX,Texas Rangers,79,55849000,21.33,11.166666667,32.496666667,706949.3670886076,1718607.036601512,0.5818665807266021,141.4528460670737
2005,TOR,Toronto Blue Jays,80,45719500,21.445,17.550000001,38.995000001,571493.75,1172445.1852500977,0.8529183390238302,174.98004133903476
2005,WAS,Washington Nationals,81,48581500,13.565,17.830000002,31.395000002,599771.6049382716,1547427.9342858782,0.6462336486522647,166.7301338987063
2006,ARI,Arizona Diamondbacks,76,59684226,12.0,17.903333335,29.903333335,785318.7631578947,1995905.4507860937,0.5010257372693414,127.3368276569424
2006,ATL,Atlanta Braves,79,90156876,22.654999999999998,10.900000003,33.555000003,1141226.2784810127,2686838.8017267017,0.3721845908125743,87.62504148879339
2006,BAL,Baltimore Orioles,70,72585582,18.8,5.350000002,24.150000002000002,1036936.8857142857,3005614.1612417707,0.3327107028224972,96.43788486809956
2006,BOS,Boston Red Sox,86,120099824,17.21,15.646666664,32.856666664,1396509.5813953488,3655265.009934484,0.2735779751350843,71.60709910782217
2006,CHA,Chicago White Sox,90,102750667,19.705000000000002,19.490000002,39.195000002,1141674.0777777778,2621524.862731393,0.381457377809528,87.59067228244855
2006,CHN,Chicago Cubs,66,94424499,12.09,10.386666666,22.476666666,1430674.2272727273,4201000.99374762,0.23803850593901485,69.89711430716726
2006,CIN,Cincinnati Reds,80,60909519,15.61,15.969999997999999,31.579999998,761368.9875,1928737.143884024,0.5184739678866943,131.3423604609322
2006,CLE,Cleveland Indians,78,56031500,23.59,14.753333333999999,38.343333334,718352.5641025641,1461310.092993805,0.6843174523973122,139.20741011752318
2006,COL,Colorado Rockies,76,41233000,14.785,17.313333333,32.098333333,542539.4736842106,1284583.8309495258,0.7784622349331847,184.31838575897947
2006,DET,Detroit Tigers,95,82612866,23.779999999999998,21.966666669,45.746666669,869609.1157894736,1805877.280584078,0.5537474837030832,114.99419472991048
2006,FLO,Florida Marlins,78,14671500,18.875,13.263333333,32.138333333,188096.15384615384,456510.91635592503,2.190528121391814,531.6429812902566
2006,HOU,Houston Astros,82,88694435,18.415,18.346666666,36.761666665999996,1081639.4512195121,2412688.080925107,0.41447545909729283,92.45224911799708
2006,KCA,Kansas City Royals,62,47294000,18.17,-2.3166666680000003,15.853333332,762806.4516129033,2983221.19453181,0.33520813067196686,131.09485346978474
2006,LAA,Los Angeles Angels of Anaheim,89,103472000,17.695,21.563333333,39.258333333,1162606.7415730336,2635669.709213633,0.3794102108106541,86.01360754600277
2006,LAN,Los Angeles Dodgers,88,98447187,20.28,18.180000001,38.460000001,1118718.0340909092,2559729.2511034915,0.39066631737278584,89.38802893372667
2006,MIL,Milwaukee Brewers,75,57568333,15.22,9.890000003,25.110000003,767577.7733333333,2292645.6787384334,0.4361772991238082,130.2799579067193
2006,MIN,Minnesota Twins,96,63396006,23.424999999999997,22.670000001000002,46.095000001,660375.0625,1375333.6804127272,0.727096277973726,151.42909791509578
2006,NYA,New York Yankees,97,194663079,26.43,19.03,45.46,2006835.8659793814,4282073.889133304,0.23353170120154115,49.82968547415199
2006,NYN,New York Mets,97,101084963,27.005,16.403333334,43.408333334,1042113.0206185566,2328699.4739515656,0.4294242392313088,95.95888163900302
2006,OAK,Oakland Athletics,93,62243079,18.095,18.490000002000002,36.585000002,669280.4193548387,1701327.839185386,0.587776192787635,149.41420234047226
2006,PHI,Philadelphia Phillies,85,88273333,23.709999999999997,14.816666666,38.526666666,1038509.8,2291226.8472450464,0.43644739987330033,96.29182122306405
2006,PIT,Pittsburgh Pirates,67,46717750,7.245,12.51,19.755,697279.8507462686,2364856.9982282966,0.42285854948065776,143.41444097800087
2006,SDN,San Diego Padres,88,69896141,27.015,17.133333334,44.148333334,794274.3295454546,1583211.3178816382,0.6316276221029141,125.9010851543292
2006,SEA,Seattle Mariners,78,87959833,21.64,11.746666664000001,33.386666664,1127690.1666666667,2634579.6627503657,0.379567190219654,88.6768395751729
2006,SFN,San Francisco Giants,76,90056419,15.752236024,11.182360248,26.934596273,1184952.8815789474,3343522.141086447,0.2990858016795005,84.39154126259452
2006,SLN,St. Louis Cardinals,83,88891371,23.691242236,9.039130436,32.730372672,1070980.373493976,2715867.976536799,0.36820641085623484,93.37239269264956
2006,TBA,Tampa Bay Devil Rays,61,34917967,9.639999999999999,7.866666665,17.506666665,572425.6885245901,1994552.5706392375,0.5013655767817182,174.695164813003
2006,TEX,Texas Rangers,80,68228662,19.29,14.803333333,34.093333333,852858.275,2001231.7755377518,0.4996922456576973,117.25277567366044
2006,TOR,Toronto Blue Jays,87,71365000,29.29,15.353333335,44.643333335,820287.356321839,1598558.948644868,0.6255634181321377,121.90849856372171
2006,WAS,Washington Nationals,71,63143000,18.13,3.3599999979999997,21.489999998000002,889338.0281690141,2938250.3492729873,0.3403385964873383,112.44318451768208
2007,ARI,Arizona Diamondbacks,90,52067546,10.44,19.133333334,29.573333334,578528.2888888889,1760624.8647033223,0.5679801643426791,172.85239446468248
2007,ATL,Atlanta Braves,84,87290833,27.765,13.823333334,41.588333334,1039176.5833333334,2098925.9727952722,0.4764341443963537,96.23003597640087
2007,BAL,Baltimore Orioles,69,93174808,16.34,8.9,25.24,1350359.536231884,3691553.4072900163,0.27088867196807104,74.05435168699248
2007,BOS,Boston Red Sox,96,143026214,29.405,25.963333332,55.368333332,1489856.3958333333,2583177.159088123,0.3871201773683249,67.12056294799218
2007,CHA,Chicago White Sox,72,108671833,2.53,16.083333331,18.613333331,1509331.013888889,5838386.444141632,0.17128020037170072,66.25451877672846
2007,CHN,Chicago Cubs,85,99670332,19.42,20.58,40.0,1172592.1411764706,2491758.3,0.4013230336184693,85.28114464392473
2007,CIN,Cincinnati Reds,72,68524980,13.735,11.833333331,25.568333331,951735.8333333334,2680072.2250017663,0.3731242727980366,105.07117258553012
2007,CLE,Cleveland Indians,96,61673267,22.405,22.433333333,44.838333333,642429.8645833334,1375458.5064964907,0.7270302922820677,155.65901511265812
2007,COL,Colorado Rockies,90,54041000,23.196809816,18.787361962,41.984171779,600455.5555555555,1287175.5642689774,0.7768947980052183,166.54021946300034
2007,DET,Detroit Tigers,88,94800369,31.195,10.963333334000001,42.158333334,1077276.9204545454,2248674.4969005943,0.44470642655409914,92.82664290051446
2007,FLO,Florida Marlins,71,30507000,19.545,5.129999998,24.674999998,429676.05633802817,1236352.583686837,0.8088307600878487,232.7334710066542
2007,HOU,Houston Astros,73,87759000,10.175,12.293333332,22.468333332,1202178.082191781,3905897.1888676444,0.2560231239189143,83.18235166763523
2007,KCA,Kansas City Royals,69,67116500,15.11,13.306666667,28.416666667,972702.8985507246,2361870.96771423,0.42339315469370425,102.80631439362898
2007,LAA,Los Angeles Angels of Anaheim,94,109251333,21.785,19.690000001999998,41.475000002,1162248.2234042552,2634149.077630662,0.3796292352972938,86.04014012350768
2007,LAN,Los Angeles Dodgers,82,108454524,15.275,18.546666667,33.821666667,1322616.1463414633,3206658.177665139,0.31185113741313364,75.60772660806663
2007,MIL,Milwaukee Brewers,83,70986500,22.96,14.119999999000001,37.079999999,855259.0361445784,1914414.7789081556,0.5223528417234262,116.9236404105006
2007,MIN,Minnesota Twins,79,71439500,17.055,16.013333334,33.068333334,904297.4683544304,2160359.8608505544,0.4628858451416934,110.58308078863934
2007,NYA,New York Yankees,94,189259045,36.245,14.586666666,50.831666666,2013394.0957446808,3723250.8279448277,0.2685824958379136,49.66737521052165
2007,NYN,New York Mets,88,115231663,27.72,13.340000002,41.060000001999995,1309450.7159090908,2806421.407559356,0.35632567415086247,76.3678989862361
2007,OAK,Oakland Athletics,76,79366940,21.46,14.033333334,35.493333334,1044301.8421052631,2236108.3771180296,0.4472055157222894,95.75775505519049
2007,PHI,Philadelphia Phillies,89,89428213,33.79,8.760000003,42.550000003,1004811.3820224719,2101720.6343994085,0.4758006290811156,99.52116565272304
2007,PIT,Pittsburgh Pirates,68,38537833,11.945,7.853333335,19.798333335,566732.8382352941,1946519.050261258,0.5137375870355761,176.4499835784747
2007,SDN,San Diego Padres,89,58110567,17.293251537,20.536564417999998,37.829815951,652927.7191011236,1536104.9357276584,0.6509971921457933,153.15630976376465
2007,SEA,Seattle Mariners,88,106460833,17.615,12.666666668,30.281666668,1209782.1931818181,3515686.0475088037,0.28443950525917827,82.65950727625811
2007,SFN,San Francisco Giants,71,90219056,8.895,18.163333332,27.058333332,1270690.9295774647,3334242.9074633443,0.299918160659983,78.69734305355622
2007,SLN,St. Louis Cardinals,78,90286823,18.135,6.366666666,24.501666666000002,1157523.3717948718,3684925.77385715,0.2713758868888321,86.39134417211689
2007,TBA,Tampa Bay Devil Rays,66,24123500,18.505,3.963333333000001,22.468333333,365507.57575757575,1073666.6419564374,0.9313877892096918,273.59214044396543
2007,TEX,Texas Rangers,75,68318675,17.06,8.82,25.88,910915.6666666666,2639825.1545595056,0.3788129673182333,109.77964663395478
2007,TOR,Toronto Blue Jays,83,81942800,20.88,18.833333332,39.713333332,987262.6506024096,2063357.3947310178,0.48464701391702497,101.29016826371566
2007,WAS,Washington Nationals,73,36947500,12.0,7.693333334,19.693333334000002,506130.1369863014,1876142.5185553099,0.5330085481832331,197.57764395425943
2008,ARI,Arizona Diamondbacks,82,66202712,8.280000000000001,21.750000003,30.030000003,807350.1463414634,2204552.513932279,0.4536067948847775,123.8619952608588
2008,ATL,Atlanta Braves,72,102365683,24.48,5.706666668,30.186666668,1421745.5972222222,3391089.321846683,0.2948904924319217,70.33607151334105
2008,BAL,Baltimore Orioles,68,67196246,20.360683231,3.276894411,23.637577642,988180.0882352941,2842772.0901740612,0.3517693182145919,101.19612931948609
2008,BOS,Boston Red Sox,95,133390035,31.9,22.449999999,54.349999999000005,1404105.6315789474,2454278.472906242,0.40745172605284946,71.21971292683146
2008,CHA,Chicago White Sox,89,121189332,17.183926381,23.521472393,40.705398773,1361677.8876404495,2977229.9413115,0.33588268951758893,73.43880730359996
2008,CHN,Chicago Cubs,97,118345833,25.492360249,25.185465837,50.677826088,1220060.1340206186,2335258.674957707,0.4282180859549149,81.96317313512847
2008,CIN,Cincinnati Reds,74,74117695,11.11,9.656666667,20.766666667,1001590.472972973,3569070.3851754563,0.28018500395890616,99.84120526144264
2008,CLE,Cleveland Indians,81,78970066,26.34,12.043333335,38.383333334999996,974939.086419753,2057405.1062936431,0.4860491484836798,102.57051070465104
2008,COL,Colorado Rockies,74,68655500,9.955,16.076666665,26.031666665,927777.027027027,2637383.955607746,0.3791636018235975,107.78451835614044
2008,DET,Detroit Tigers,74,137685196,18.735,7.870000001,26.605000001,1860610.7567567567,5175162.412885729,0.19323065059950237,53.745792684930336
2008,FLO,Florida Marlins,84,21811500,18.539440995,13.312173914,31.851614908000002,259660.7142857143,684784.7452319198,1.4603129041102172,385.11794236985077
2008,HOU,Houston Astros,86,88930414,19.98838509,11.202484473,31.190869566,1034074.5813953489,2851168.1539311656,0.35073343486290304,96.70482361636144
2008,KCA,Kansas City Royals,75,58245500,7.575,17.533333334,25.108333334,776606.6666666666,2319767.6733536073,0.43107765121769065,128.76531234172597
2008,LAA,Los Angeles Angels of Anaheim,100,119216333,18.345,20.18,38.525,1192163.33,3094518.7021414666,0.3231520298481249,83.88112390606746
2008,LAN,Los Angeles Dodgers,84,118588536,16.015,20.06,36.075,1411768.2857142857,3287277.505197505,0.30420309767547854,70.83315372069353
2008,MIL,Milwaukee Brewers,90,80937499,25.59,16.713333333,42.303333333,899305.5444444445,1913265.2824987257,0.522666673120206,111.19691257077267
2008,MIN,Minnesota Twins,88,56932766,20.741963189,14.364662577999999,35.106625767,646963.25,1621709.9979319698,0.6166330609512279,154.56828498372974
2008,NYA,New York Yankees,89,207896789,21.195,17.776666667,38.971666667,2335918.9775280897,5334562.434201475,0.18745679937846466,42.809704001729436
2008,NYN,New York Mets,89,137793376,27.04,14.283333333,41.323333333,1548240.1797752809,3334517.4477965194,0.29989346754230045,64.58946183305648
2008,OAK,Oakland Athletics,75,47967126,16.637701864,15.596273293,32.233975156999996,639561.68,1488092.1687868014,0.67200138605344,156.35708505862954
2008,PHI,Philadelphia Phillies,92,97879880,30.715,16.236666665,46.951666665,1063911.7391304348,2084694.4731136523,0.4796865981547995,93.99275928822145
2008,PIT,Pittsburgh Pirates,67,48689783,10.01,5.906666665,15.916666665,726713.1791044776,3059043.958435502,0.3268995194535987,137.60587103047882
2008,SDN,San Diego Padres,63,73677616,16.085,7.3600000009999995,23.445000001,1169485.9682539683,3142572.6592816133,0.3182106218121933,85.50765269060823
2008,SEA,Seattle Mariners,61,117666482,12.27,6.42,18.69,1928958.7213114754,6295691.920813269,0.1588387761945666,51.841441133593165
2008,SFN,San Francisco Giants,72,76594500,7.0,14.089999999,21.089999999,1063812.5,3631792.318806628,0.2753461410284028,94.00152752482228
2008,SLN,St. Louis Cardinals,86,99624449,32.795,9.790000000000001,42.585,1158423.8255813953,2339425.830691558,0.42745531270140324,86.32419136390907
2008,TBA,Tampa Bay Rays,97,43820597,28.605,22.069999998,50.674999998000004,451758.73195876286,864737.9773404928,1.1564196626075178,221.35709378856706
2008,TEX,Texas Rangers,79,67712326,27.595,1.296666669,28.891666669,857118.0506329114,2343662.8553053862,0.4266825314640646,116.67004320601835
2008,TOR,Toronto Blue Jays,86,97793900,20.294999999999998,24.916666667,45.211666667,1137138.3720930233,2163023.555850901,0.4623158158842219,87.94004534025129
2008,WAS,Washington Nationals,59,54961000,8.437080748,5.84273292,14.279813666,931542.3728813559,3848859.7460386497,0.2598172097669257,107.34884736449482
2009,ARI,Arizona Diamondbacks,70,73115666,16.655,11.380000000999999,28.035000001,1044509.5142857142,2608013.768410629,0.38343355856185457,95.73871624174222
2009,ATL,Atlanta Braves,86,96726166,20.35,21.190000002,41.540000002,1124722.8604651163,2328506.644086254,0.4294598010015201,88.91079172930311
2009,BAL,Baltimore Orioles,64,67101666,12.66,6.623333335,19.283333335000002,1048463.53125,3479775.2460259483,0.28737488179503623,95.37766171111161
2009,BOS,Boston Red Sox,95,121345999,25.55,21.450000001,47.000000001,1277326.305263158,2581829.7659025146,0.38732220582732185,78.28853096343127
2009,CHA,Chicago White Sox,79,96068500,8.955,21.76,30.715,1216056.9620253164,3127738.8897932605,0.319719783279639,82.23299000192571
2009,CHN,Chicago Cubs,83,134809000,12.643043475,22.056149067,34.699192543,1624204.8192771084,3885075.995152963,0.2573952224480562,61.56858963422324
2009,CIN,Cincinnati Reds,78,73558500,16.5,11.256666667000001,27.756666666999998,943057.6923076923,2650120.0912375394,0.377341390417151,106.03805134688716
2009,CLE,Cleveland Indians,65,81579166,18.95,5.906666665000001,24.856666665,1255064.0923076924,3281983.344728576,0.30469380705608096,79.67720581992711
2009,COL,Colorado Rockies,92,75201000,19.485,20.576666666,40.061666666,817402.1739130435,1877131.0896014832,0.532727844922275,122.33879868618769
2009,DET,Detroit Tigers,86,115085145,17.005030676,17.253496935,34.258527608,1338199.3604651163,3359313.8128074566,0.2976798405041763,74.72728126640497
2009,FLO,Florida Marlins,87,36834000,17.74,14.000000001,31.740000001000002,423379.3103448276,1160491.4933471803,0.8617038605907585,236.19482000325786
2009,HOU,Houston Astros,74,102996414,13.0,8.659999999,21.659999999,1391843.4324324324,4755143.767532555,0.2102985837837034,71.84716159147055
2009,KCA,Kansas City Royals,65,70519333,2.7800000000000002,13.406666667000001,16.186666667,1084912.8153846154,4356630.951310613,0.2295351640237437,92.17330515590669
2009,LAA,Los Angeles Angels of Anaheim,97,113709000,33.105,11.776666667,44.881666667,1172257.731958763,2533528.9093354116,0.39470637035766737,85.30547274182344
2009,LAN,Los Angeles Dodgers,95,100414592,28.47,20.23,48.7,1056995.7052631578,2061901.273100616,0.4849892732721555,94.60776377998927
2009,MIL,Milwaukee Brewers,80,80182502,24.74,3.263333333,28.003333333,1002281.275,2863319.91433,0.34924494290537356,99.77239173704008
2009,MIN,Minnesota Twins,87,65299266,21.87,14.944417178,36.814417179,750566.275862069,1773741.6752382696,0.5637799539584412,133.23273802189445
2009,NYA,New York Yankees,103,201449189,33.730000000000004,20.54,54.27,1955817.3689320388,3711980.6338676983,0.26939795721887966,51.129518322359694
2009,NYN,New York Mets,70,149373987,15.73,8.309999998,24.039999998,2133914.1,6213560.191864689,0.16093832989809664,46.86224248670553
2009,OAK,Oakland Athletics,75,61910000,13.98,16.279999999,30.259999999,825466.6666666666,2045935.2280914055,0.4887740267969634,121.14359554191569
2009,PHI,Philadelphia Phillies,93,113004046,30.305,13.293333334,43.598333334,1215097.2688172043,2591934.9974755617,0.3858121445846284,82.29793825258257
2009,PIT,Pittsburgh Pirates,62,48693000,12.894596273,8.428695653,21.323291927,785370.9677419355,2283559.2255970524,0.4379128812560327,127.3283634197934
2009,SDN,San Diego Padres,75,43333700,15.485,5.603333332,21.088333331999998,577782.6666666666,2054866.039804307,0.4866497283176834,173.07545859227343
2009,SEA,Seattle Mariners,85,98904166,18.96,18.15,37.11,1163578.4235294117,2665162.112638103,0.3752116973515554,85.94177923708492
2009,SFN,San Francisco Giants,88,83026450,12.665,23.866666667,36.531666666999996,943482.3863636364,2272725.489280782,0.4400003452755116,105.99031995225619
2009,SLN,St. Louis Cardinals,91,88528409,24.285,18.206666666,42.491666666,972839.6593406594,2083429.9039354136,0.47997775116460073,102.79186198861882
2009,TBA,Tampa Bay Rays,84,63313034,33.475,11.169999999,44.644999999,753726.5952380953,1418143.8907250117,0.7051470633835049,132.67410309226375
2009,TEX,Texas Rangers,87,68178798,19.015,18.56,37.575,783664.3448275862,1814472.3353293412,0.5511244126069809,127.6056524199796
2009,TOR,Toronto Blue Jays,75,80538300,24.67,13.923333333,38.593333333000004,1073844.0,2086844.8782353327,0.479192301464024,93.12339594950477
2009,WAS,Washington Nationals,59,59928000,14.09,1.293333334,15.383333334,1015728.813559322,3895644.6368842623,0.2566969252102523,98.45147510345748
2010,ARI,Arizona Diamondbacks,65,60718166,19.475,2.3366666659999997,21.811666666,934125.6307692308,2783747.1995960493,0.35922802190698583,107.05198177428483
2010,ATL,Atlanta Braves,91,84423666,24.02,17.283333333,41.303333333,927732.5934065934,2043991.5906871438,0.4892388034061444,107.78968068029646
2010,BAL,Baltimore Orioles,66,81612500,10.83,9.593333331,20.423333331,1236553.0303030303,3996042.109155742,0.25024761318425487,80.86996477255323
2010,BOS,Boston Red Sox,89,162447333,28.435,15.64,44.075,1825250.9325842697,3685702.393647192,0.2713187048752595,54.78698748473759
2010,CHA,Chicago White Sox,88,105530000,16.215,22.513333334,38.728333334,1199204.5454545454,2724878.426600252,0.36698884993840614,83.3886098739695
2010,CHN,Chicago Cubs,75,146609000,11.775,12.263333333,24.038333333,1954786.6666666667,6098966.927908188,0.16396219422409264,51.15647743317259
2010,CIN,Cincinnati Reds,91,71761542,33.575,12.746666667,46.321666667,788588.3736263736,1549200.3453995667,0.6454943048325243,126.80886929659343
2010,CLE,Cleveland Indians,69,61203966,14.525,8.896666667,23.421666667,887014.0,2613134.533514365,0.38268217237752206,112.7377921881729
2010,COL,Colorado Rockies,83,84227000,16.225,20.32,36.545,1014783.1325301204,2304747.5714872074,0.4338869958564356,98.54322248210194
2010,DET,Detroit Tigers,81,122864928,25.47,13.970000000999999,39.440000001,1516850.962962963,3115236.5110771996,0.32100291468855946,65.9260549926827
2010,FLO,Florida Marlins,80,57029719,14.795,15.539999998999999,30.334999999,712871.4875,1879997.3298790175,0.5319156490846466,140.27773834901762
2010,HOU,Houston Astros,76,92355500,4.620000000000001,12.870000001,17.490000001000002,1215203.9473684211,5280474.556587737,0.18937691854843514,82.29071360124735
2010,KCA,Kansas City Royals,67,71405210,10.14,8.423333335,18.563333335,1065749.4029850746,3846572.6338798194,0.259971693031923,93.83068826490393
2010,LAA,Los Angeles Angels of Anaheim,80,104963866,15.185,13.616666666,28.801666666,1312048.325,3644367.779726737,0.27439601611091574,76.21670489918883
2010,LAN,Los Angeles Dodgers,80,95358016,11.424999999999999,15.290000001,26.715000001,1191975.2,3569455.9609369473,0.28015473812919933,83.89436290285234
2010,MIL,Milwaukee Brewers,77,81108278,28.265,2.289999999,30.554999999,1053354.2597402597,2654500.9982868433,0.37671863775729525,94.93482280563273
2010,MIN,Minnesota Twins,94,97559166,27.19,18.506666664,45.696666664,1037863.4680851063,2134929.5938221565,0.4683995214145229,96.35178718112454
2010,NYA,New York Yankees,95,206333389,33.215,17.113333333,50.328333333,2171930.4105263157,4099746.1138795223,0.2439175432387242,46.04199080934981
2010,NYN,New York Mets,79,134422942,16.02,15.72,31.74,1701556.2278481012,4235127.347195967,0.23612040867250172,58.76972994684196
2010,OAK,Oakland Athletics,81,55254900,22.85,17.046666668,39.896666668,682159.2592592592,1384950.2881983474,0.7220475771017594,146.59333380387986
2010,PHI,Philadelphia Phillies,97,141928379,22.705,21.159999998,43.864999998,1463179.1649484537,3235572.3015267556,0.30906433446971165,68.34433020615279
2010,PIT,Pittsburgh Pirates,57,34943000,0.36499999999999966,1.8799999990000003,2.2449999990000005,613035.0877192982,15564810.69735626,0.0642474887388032,163.12279998855277
2010,SDN,San Diego Padres,90,37799300,23.355,16.979999999,40.334999999,419992.22222222225,937134.0027503938,1.0670832528380154,238.09964734796674
2010,SEA,Seattle Mariners,61,86510000,5.6499999999999995,14.459999999999999,20.11,1418196.7213114754,4301839.8806563895,0.23245867529765343,70.51207952837822
2010,SFN,San Francisco Giants,92,98641333,24.085,21.660000002,45.745000002,1072188.402173913,2156330.374810085,0.46375082950267915,93.26719053968989
2010,SLN,St. Louis Cardinals,86,93540751,25.39,14.166666667,39.556666667,1087683.1511627906,2364727.841894626,0.4228816451024645,91.93853917208769
2010,TBA,Tampa Bay Rays,96,71923471,33.425,16.340000001,49.765000001,749202.8229166666,1445262.1520858987,0.6919159950025214,133.47520449895973
2010,TEX,Texas Rangers,90,55250544,21.9,21.896666664999998,43.796666665,613894.9333333333,1261523.9516424967,0.7926920441724519,162.89432371923795
2010,TOR,Toronto Blue Jays,85,62234000,23.71,14.389999998999999,38.099999999,732164.7058823529,1633438.3202528462,0.612205546791143,136.5812899701128
2010,WAS,Washington Nationals,69,61400000,14.51,8.253333333,22.763333333,889855.0724637681,2697320.251906536,0.3707383278990228,112.37785016286645
2011,ARI,Arizona Diamondbacks,94,53639833,27.935000000000002,12.033333331,39.968333331000004,570636.5212765958,1342058.2878895325,0.7451241194393726,175.2429020425921
2011,ATL,Atlanta Braves,89,87002692,16.04,17.043333331,33.083333331,977558.3370786516,2629804.292376913,0.3802564331112881,102.2956852875311
2011,BAL,Baltimore Orioles,69,85304038,14.79,3.0900000019999996,17.880000002,1236290.4057971016,4770919.350696766,0.20960320778718586,80.8871439356716
2011,BOS,Boston Red Sox,90,161762475,36.15,14.626666667,50.776666667,1797360.8333333333,3185763.9663678478,0.31389645013158957,55.63713092297827
2011,CHA,Chicago White Sox,79,127789000,10.96,20.939999997,31.899999997000002,1617582.2784810127,4005924.7652670145,0.24963024984153567,61.82065749008131
2011,CHN,Chicago Cubs,71,125047329,14.39,8.21,22.6,1761229.985915493,5533067.654867256,0.18073156924447384,56.77850184229045
2011,CIN,Cincinnati Reds,79,75947134,28.025,7.216666666,35.241666666,961356.1265822785,2155038.0894235997,0.4640289213020204,104.01972508929698
2011,CLE,Cleveland Indians,80,48776566,13.655000000000001,14.276666664,27.931666664,609707.075,1746281.9740315084,0.5726452055685921,164.01318616812836
2011,COL,Colorado Rockies,73,88148071,13.719999999999999,13.666666669,27.386666669,1207507.8219178081,3218649.135558294,0.3106893475751727,82.81519853111703
